"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",475,-0.545917413526164,-1.84457275056641,1e-10,5.51727272727273e-09,4.12057416267943e-09,6133,"tags=27%, list=17%, signal=23%","ENSG00000104408/ENSG00000185163/ENSG00000108848/ENSG00000107833/ENSG00000148824/ENSG00000124228/ENSG00000167721/ENSG00000171824/ENSG00000166197/ENSG00000138442/ENSG00000200169/ENSG00000176731/ENSG00000125870/ENSG00000156697/ENSG00000175390/ENSG00000179041/ENSG00000113360/ENSG00000151304/ENSG00000171806/ENSG00000136045/ENSG00000180574/ENSG00000180228/ENSG00000198034/ENSG00000100664/ENSG00000164338/ENSG00000110107/ENSG00000115524/ENSG00000005436/ENSG00000165732/ENSG00000198585/ENSG00000198000/ENSG00000175792/ENSG00000135521/ENSG00000198042/ENSG00000142541/ENSG00000184110/ENSG00000073536/ENSG00000205609/ENSG00000165526/ENSG00000129460/ENSG00000124193/ENSG00000143486/ENSG00000137574/ENSG00000122687/ENSG00000082898/ENSG00000198231/ENSG00000188846/ENSG00000048740/ENSG00000275700/ENSG00000124541/ENSG00000156256/ENSG00000111845/ENSG00000109536/ENSG00000130826/ENSG00000130810/ENSG00000151131/ENSG00000240682/ENSG00000171863/ENSG00000082516/ENSG00000137154/ENSG00000188529/ENSG00000108559/ENSG00000181163/ENSG00000105618/ENSG00000105248/ENSG00000170889/ENSG00000142937/ENSG00000144028/ENSG00000130935/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000158290/ENSG00000105373/ENSG00000130713/ENSG00000182810/ENSG00000089157/ENSG00000115761/ENSG00000213553/ENSG00000167088/ENSG00000101361/ENSG00000107581/ENSG00000117569/ENSG00000186468/ENSG00000112159/ENSG00000092847/ENSG00000112739/ENSG00000165733/ENSG00000183520/ENSG00000135372/ENSG00000101945/ENSG00000083635/ENSG00000148303/ENSG00000134698/ENSG00000139343/ENSG00000135763/ENSG00000079246/ENSG00000111364/ENSG00000100129/ENSG00000067533/ENSG00000055044/ENSG00000121058/ENSG00000143633/ENSG00000101546/ENSG00000164167/ENSG00000063046/ENSG00000145833/ENSG00000092208/ENSG00000168028/ENSG00000143748/ENSG00000123737/ENSG00000136450/ENSG00000204392/ENSG00000145375/ENSG00000198498/ENSG00000189091/ENSG00000172183/ENSG00000183431/ENSG00000119285/ENSG00000120699/ENSG00000165792/ENSG00000253729/ENSG00000120800/ENSG00000075856/ENSG00000164985/ENSG00000135829/ENSG00000105202/ENSG00000137656/ENSG00000135821"
"GO:0000018","GO:0000018","regulation of DNA recombination",139,-0.719997079253412,-2.15342540947234,1.06488128654734e-10,5.82231038563588e-09,4.34839148399513e-09,2658,"tags=31%, list=7%, signal=29%","ENSG00000020922/ENSG00000247746/ENSG00000187837/ENSG00000136518/ENSG00000089280/ENSG00000137337/ENSG00000177383/ENSG00000189079/ENSG00000189060/ENSG00000080345/ENSG00000183955/ENSG00000127337/ENSG00000171984/ENSG00000172977/ENSG00000188486/ENSG00000181544/ENSG00000164430/ENSG00000095002/ENSG00000147231/ENSG00000145604/ENSG00000185480/ENSG00000071243/ENSG00000182481/ENSG00000132436/ENSG00000101596/ENSG00000116062/ENSG00000149554/ENSG00000160117/ENSG00000109685/ENSG00000051180/ENSG00000004487/ENSG00000111247/ENSG00000157212/ENSG00000111602/ENSG00000176208/ENSG00000184357/ENSG00000166851/ENSG00000051341/ENSG00000124610/ENSG00000197299/ENSG00000143799/ENSG00000124575/ENSG00000168298"
"GO:0045739","GO:0045739","positive regulation of DNA repair",141,-0.71390157644764,-2.14120907312422,1.13489796581786e-10,6.14972835227555e-09,4.59292353459748e-09,3131,"tags=35%, list=9%, signal=32%","ENSG00000196367/ENSG00000173473/ENSG00000020922/ENSG00000110987/ENSG00000136518/ENSG00000089280/ENSG00000170364/ENSG00000073584/ENSG00000133302/ENSG00000137337/ENSG00000189079/ENSG00000132646/ENSG00000128908/ENSG00000080345/ENSG00000112319/ENSG00000127337/ENSG00000101442/ENSG00000171984/ENSG00000149273/ENSG00000091483/ENSG00000172977/ENSG00000096717/ENSG00000204305/ENSG00000122783/ENSG00000163939/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000066117/ENSG00000162607/ENSG00000049618/ENSG00000145604/ENSG00000099956/ENSG00000189403/ENSG00000077097/ENSG00000159873/ENSG00000071243/ENSG00000101596/ENSG00000153879/ENSG00000012048/ENSG00000013573/ENSG00000253729/ENSG00000163961/ENSG00000087206/ENSG00000111247/ENSG00000111602/ENSG00000135829/ENSG00000111206/ENSG00000143799"
"GO:0033260","GO:0033260","nuclear DNA replication",40,-0.90122264403402,-2.20405379813474,1.21680781221354e-10,6.53522709055221e-09,4.88083319924688e-09,2056,"tags=60%, list=6%, signal=57%","ENSG00000132646/ENSG00000128908/ENSG00000159147/ENSG00000161692/ENSG00000167513/ENSG00000105486/ENSG00000073111/ENSG00000076003/ENSG00000138346/ENSG00000006634/ENSG00000101003/ENSG00000104738/ENSG00000112312/ENSG00000051180/ENSG00000168496/ENSG00000139618/ENSG00000170312/ENSG00000093009/ENSG00000097046/ENSG00000176208/ENSG00000112118/ENSG00000197299/ENSG00000101868/ENSG00000167900"
"GO:0031297","GO:0031297","replication fork processing",58,-0.848379397586231,-2.21553762554195,1.31702738773589e-10,7.01143790892026e-09,5.23649116490372e-09,2559,"tags=45%, list=7%, signal=42%","ENSG00000075131/ENSG00000101773/ENSG00000170364/ENSG00000132646/ENSG00000183955/ENSG00000159147/ENSG00000138346/ENSG00000178295/ENSG00000166801/ENSG00000146263/ENSG00000168411/ENSG00000012048/ENSG00000069275/ENSG00000013573/ENSG00000253729/ENSG00000154920/ENSG00000051180/ENSG00000139618/ENSG00000170312/ENSG00000183763/ENSG00000111602/ENSG00000138376/ENSG00000051341/ENSG00000197299/ENSG00000143799/ENSG00000174371"
"GO:0007143","GO:0007143","female meiotic nuclear division",40,-0.899869556679379,-2.20074465211744,1.45775263231747e-10,7.69313106568239e-09,5.74561357872681e-09,1028,"tags=35%, list=3%, signal=34%","ENSG00000132016/ENSG00000120539/ENSG00000101224/ENSG00000087586/ENSG00000071539/ENSG00000157456/ENSG00000112742/ENSG00000166851/ENSG00000154839/ENSG00000112029/ENSG00000080986/ENSG00000131747/ENSG00000165480/ENSG00000121152"
"GO:0035825","GO:0035825","homologous recombination",64,-0.830119274495702,-2.21000478507426,4.00418032663049e-10,2.09494572433797e-08,1.56460984450734e-08,1086,"tags=38%, list=3%, signal=36%","ENSG00000197275/ENSG00000164754/ENSG00000132016/ENSG00000121211/ENSG00000163781/ENSG00000077097/ENSG00000131470/ENSG00000178966/ENSG00000012048/ENSG00000100814/ENSG00000069275/ENSG00000160117/ENSG00000154920/ENSG00000051180/ENSG00000276043/ENSG00000071539/ENSG00000085999/ENSG00000111247/ENSG00000100206/ENSG00000185379/ENSG00000138376/ENSG00000136492/ENSG00000144554/ENSG00000131747"
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway",484,0.581643291293925,1.78638174958712,4.24415223800247e-10,2.20151794294333e-08,1.64420328716497e-08,4203,"tags=22%, list=12%, signal=19%","ENSG00000102524/ENSG00000135114/ENSG00000105246/ENSG00000120337/ENSG00000165949/ENSG00000129048/ENSG00000108691/ENSG00000006606/ENSG00000169248/ENSG00000144476/ENSG00000187608/ENSG00000169245/ENSG00000137033/ENSG00000026103/ENSG00000111335/ENSG00000115415/ENSG00000157601/ENSG00000106688/ENSG00000168811/ENSG00000089127/ENSG00000123496/ENSG00000027697/ENSG00000122641/ENSG00000262406/ENSG00000074966/ENSG00000272398/ENSG00000185345/ENSG00000124875/ENSG00000181374/ENSG00000125734/ENSG00000254087/ENSG00000144648/ENSG00000056558/ENSG00000174804/ENSG00000159128/ENSG00000131724/ENSG00000271503/ENSG00000197885/ENSG00000108688/ENSG00000151468/ENSG00000174600/ENSG00000125347/ENSG00000095970/ENSG00000136244/ENSG00000079385/ENSG00000113494/ENSG00000166272/ENSG00000134070/ENSG00000101017/ENSG00000144802/ENSG00000131142/ENSG00000163823/ENSG00000198223/ENSG00000185885/ENSG00000130508/ENSG00000078401/ENSG00000087250/ENSG00000182197/ENSG00000140939/ENSG00000154188/ENSG00000178623/ENSG00000184371/ENSG00000116678/ENSG00000131080/ENSG00000081237/ENSG00000145623/ENSG00000180353/ENSG00000072062/ENSG00000115267/ENSG00000126353/ENSG00000162711/ENSG00000078902/ENSG00000110169/ENSG00000111331/ENSG00000141527/ENSG00000104312/ENSG00000121797/ENSG00000012504/ENSG00000026508/ENSG00000117525/ENSG00000159346/ENSG00000023445/ENSG00000152223/ENSG00000083799/ENSG00000104695/ENSG00000127955/ENSG00000108700/ENSG00000125124/ENSG00000134470/ENSG00000185624/ENSG00000197919/ENSG00000101347/ENSG00000138378/ENSG00000099985/ENSG00000142166/ENSG00000149177/ENSG00000164400/ENSG00000164761/ENSG00000147488/ENSG00000122025/ENSG00000129235/ENSG00000112964/ENSG00000150782/ENSG00000135960/ENSG00000158813"
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization",148,-0.699842944697419,-2.12610651874753,5.12824425437557e-10,2.63756901523774e-08,1.96986795355408e-08,2654,"tags=28%, list=7%, signal=26%","ENSG00000182628/ENSG00000137497/ENSG00000166503/ENSG00000094631/ENSG00000152240/ENSG00000180376/ENSG00000175216/ENSG00000149273/ENSG00000204389/ENSG00000139350/ENSG00000117632/ENSG00000159713/ENSG00000197457/ENSG00000136108/ENSG00000136861/ENSG00000072864/ENSG00000249115/ENSG00000182511/ENSG00000151849/ENSG00000137821/ENSG00000092036/ENSG00000137822/ENSG00000111276/ENSG00000139734/ENSG00000101639/ENSG00000182533/ENSG00000121621/ENSG00000157540/ENSG00000160299/ENSG00000134222/ENSG00000170312/ENSG00000178999/ENSG00000088325/ENSG00000131351/ENSG00000126216/ENSG00000142945/ENSG00000186185/ENSG00000154839/ENSG00000186638/ENSG00000112029/ENSG00000165480"
"GO:0050900","GO:0050900","leukocyte migration",348,0.623062961094976,1.87713724512567,5.44138132458388e-10,2.77510447553778e-08,2.072586287807e-08,5061,"tags=30%, list=14%, signal=26%","ENSG00000092969/ENSG00000120337/ENSG00000108691/ENSG00000006606/ENSG00000169248/ENSG00000169245/ENSG00000115310/ENSG00000137033/ENSG00000168811/ENSG00000125730/ENSG00000153898/ENSG00000130513/ENSG00000162692/ENSG00000173432/ENSG00000124875/ENSG00000181374/ENSG00000254087/ENSG00000163606/ENSG00000204936/ENSG00000091972/ENSG00000271503/ENSG00000108688/ENSG00000090339/ENSG00000150630/ENSG00000154639/ENSG00000174600/ENSG00000095970/ENSG00000136244/ENSG00000169429/ENSG00000100600/ENSG00000158769/ENSG00000163735/ENSG00000110680/ENSG00000129988/ENSG00000131142/ENSG00000163823/ENSG00000163734/ENSG00000172270/ENSG00000110651/ENSG00000171951/ENSG00000078401/ENSG00000151490/ENSG00000183049/ENSG00000182197/ENSG00000112378/ENSG00000010278/ENSG00000184371/ENSG00000124731/ENSG00000099866/ENSG00000131669/ENSG00000189058/ENSG00000166086/ENSG00000165731/ENSG00000115009/ENSG00000106366/ENSG00000164171/ENSG00000100739/ENSG00000107099/ENSG00000175040/ENSG00000110848/ENSG00000124343/ENSG00000126353/ENSG00000107175/ENSG00000213654/ENSG00000174574/ENSG00000147650/ENSG00000161921/ENSG00000198053/ENSG00000134830/ENSG00000174500/ENSG00000100628/ENSG00000150093/ENSG00000103056/ENSG00000127955/ENSG00000163485/ENSG00000108700/ENSG00000102181/ENSG00000137869/ENSG00000185624/ENSG00000138135/ENSG00000186111/ENSG00000197635/ENSG00000105851/ENSG00000114631/ENSG00000149177/ENSG00000173511/ENSG00000177628/ENSG00000271447/ENSG00000111863/ENSG00000174175/ENSG00000196776/ENSG00000151882/ENSG00000100311/ENSG00000100883/ENSG00000135046/ENSG00000163737/ENSG00000154096/ENSG00000130529/ENSG00000143669/ENSG00000086062/ENSG00000110876/ENSG00000121966/ENSG00000259207"
"GO:0000281","GO:0000281","mitotic cytokinesis",97,-0.760505646152119,-2.13791612792573,6.1526574414506e-10,3.11170650101364e-08,2.32397745113038e-08,1662,"tags=24%, list=5%, signal=23%","ENSG00000149503/ENSG00000125354/ENSG00000117632/ENSG00000213024/ENSG00000136108/ENSG00000137804/ENSG00000135476/ENSG00000133026/ENSG00000138182/ENSG00000137807/ENSG00000178999/ENSG00000161800/ENSG00000089685/ENSG00000134690/ENSG00000166851/ENSG00000112984/ENSG00000183856/ENSG00000011426/ENSG00000122966/ENSG00000138180/ENSG00000115163/ENSG00000108389/ENSG00000090889"
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication",41,-0.886197212901552,-2.17886657699201,9.78058381140835e-10,4.90564984722622e-08,3.66378372265545e-08,2053,"tags=51%, list=6%, signal=48%","ENSG00000128908/ENSG00000123374/ENSG00000161692/ENSG00000101574/ENSG00000204305/ENSG00000167513/ENSG00000073111/ENSG00000076003/ENSG00000006634/ENSG00000104738/ENSG00000100297/ENSG00000112312/ENSG00000005156/ENSG00000166508/ENSG00000111602/ENSG00000097046/ENSG00000112118/ENSG00000140534/ENSG00000112029/ENSG00000129173/ENSG00000172716"
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining",78,-0.794658163315474,-2.14335179496119,1.03982455244581e-09,5.17270099081445e-08,3.86323082211533e-08,3043,"tags=41%, list=8%, signal=38%","ENSG00000128513/ENSG00000020922/ENSG00000247746/ENSG00000198924/ENSG00000187736/ENSG00000034533/ENSG00000170364/ENSG00000171792/ENSG00000080345/ENSG00000166896/ENSG00000171984/ENSG00000079246/ENSG00000091483/ENSG00000172977/ENSG00000122783/ENSG00000118655/ENSG00000152457/ENSG00000163781/ENSG00000189403/ENSG00000077097/ENSG00000101596/ENSG00000127423/ENSG00000157540/ENSG00000253729/ENSG00000109685/ENSG00000005156/ENSG00000163961/ENSG00000124795/ENSG00000164104/ENSG00000166851/ENSG00000051341/ENSG00000101868"
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis",123,-0.728749020174974,-2.13988158966534,1.59660804336962e-09,7.87789773594326e-08,5.88360653380365e-08,1662,"tags=19%, list=5%, signal=18%","ENSG00000149503/ENSG00000125354/ENSG00000117632/ENSG00000213024/ENSG00000136108/ENSG00000137804/ENSG00000135476/ENSG00000133026/ENSG00000138182/ENSG00000137807/ENSG00000178999/ENSG00000161800/ENSG00000089685/ENSG00000134690/ENSG00000166851/ENSG00000112984/ENSG00000183856/ENSG00000011426/ENSG00000122966/ENSG00000138180/ENSG00000115163/ENSG00000108389/ENSG00000090889"
"GO:0032465","GO:0032465","regulation of cytokinesis",86,-0.776529672871946,-2.14644385454224,1.63306467974955e-09,7.99279801725806e-08,5.9694197886261e-08,1766,"tags=24%, list=5%, signal=23%","ENSG00000166582/ENSG00000180376/ENSG00000149503/ENSG00000213024/ENSG00000278259/ENSG00000101224/ENSG00000087586/ENSG00000139618/ENSG00000138182/ENSG00000137807/ENSG00000178999/ENSG00000161800/ENSG00000089685/ENSG00000198901/ENSG00000134690/ENSG00000166851/ENSG00000118193/ENSG00000094804/ENSG00000112984/ENSG00000122966/ENSG00000129173"
"GO:0010817","GO:0010817","regulation of hormone levels",477,0.572783252553891,1.75604196932573,2.17421239589657e-09,1.0556236024557e-07,7.88392301198368e-08,4874,"tags=29%, list=14%, signal=25%","ENSG00000198682/ENSG00000211448/ENSG00000042832/ENSG00000003137/ENSG00000085563/ENSG00000100612/ENSG00000182220/ENSG00000163751/ENSG00000162496/ENSG00000081051/ENSG00000125845/ENSG00000122641/ENSG00000064115/ENSG00000123612/ENSG00000185345/ENSG00000160870/ENSG00000254087/ENSG00000164733/ENSG00000184160/ENSG00000119714/ENSG00000118514/ENSG00000172375/ENSG00000174804/ENSG00000147606/ENSG00000062282/ENSG00000271503/ENSG00000147642/ENSG00000150995/ENSG00000149577/ENSG00000167600/ENSG00000143158/ENSG00000085662/ENSG00000129514/ENSG00000108786/ENSG00000138039/ENSG00000136244/ENSG00000173918/ENSG00000121039/ENSG00000140465/ENSG00000197580/ENSG00000153162/ENSG00000139988/ENSG00000005513/ENSG00000272636/ENSG00000163083/ENSG00000128510/ENSG00000198843/ENSG00000078401/ENSG00000155093/ENSG00000166507/ENSG00000042445/ENSG00000089163/ENSG00000121671/ENSG00000165092/ENSG00000118972/ENSG00000128266/ENSG00000113739/ENSG00000121853/ENSG00000139547/ENSG00000167861/ENSG00000112293/ENSG00000086619/ENSG00000148926/ENSG00000072062/ENSG00000036530/ENSG00000116745/ENSG00000006128/ENSG00000116833/ENSG00000131748/ENSG00000105649/ENSG00000135631/ENSG00000240857/ENSG00000151632/ENSG00000012504/ENSG00000086696/ENSG00000128342/ENSG00000177666/ENSG00000050165/ENSG00000171316/ENSG00000167034/ENSG00000182782/ENSG00000147571/ENSG00000128039/ENSG00000187134/ENSG00000148660/ENSG00000196139/ENSG00000198074/ENSG00000128564/ENSG00000010704/ENSG00000103056/ENSG00000197406/ENSG00000276045/ENSG00000127955/ENSG00000183044/ENSG00000163485/ENSG00000075073/ENSG00000182240/ENSG00000145242/ENSG00000137869/ENSG00000162009/ENSG00000173175/ENSG00000185624/ENSG00000145817/ENSG00000132639/ENSG00000140459/ENSG00000104324/ENSG00000140564/ENSG00000108784/ENSG00000197635/ENSG00000277893/ENSG00000169992/ENSG00000104635/ENSG00000099985/ENSG00000150594/ENSG00000160868/ENSG00000185000/ENSG00000107679/ENSG00000255587/ENSG00000164038/ENSG00000112964/ENSG00000116266/ENSG00000164756/ENSG00000240583/ENSG00000186472/ENSG00000100867/ENSG00000144452/ENSG00000183770/ENSG00000025423/ENSG00000270885/ENSG00000122787/ENSG00000104321/ENSG00000174672/ENSG00000128918/ENSG00000135046/ENSG00000184304/ENSG00000110048/ENSG00000130529"
"GO:0000077","GO:0000077","DNA damage checkpoint signaling",116,-0.730196792107653,-2.12616698882312,2.38865630383002e-09,1.15053611967812e-07,8.59277697935843e-08,2626,"tags=29%, list=7%, signal=27%","ENSG00000105373/ENSG00000075131/ENSG00000137337/ENSG00000171792/ENSG00000159147/ENSG00000123374/ENSG00000158941/ENSG00000188486/ENSG00000095002/ENSG00000130413/ENSG00000136104/ENSG00000163781/ENSG00000143493/ENSG00000048028/ENSG00000149554/ENSG00000168411/ENSG00000012048/ENSG00000101407/ENSG00000253729/ENSG00000154920/ENSG00000051180/ENSG00000139618/ENSG00000170312/ENSG00000163961/ENSG00000087206/ENSG00000143476/ENSG00000138376/ENSG00000136492/ENSG00000166851/ENSG00000092470/ENSG00000144554/ENSG00000197299/ENSG00000140534/ENSG00000092853"
"GO:0044771","GO:0044771","meiotic cell cycle phase transition",15,-0.968999750950196,-2.02067761892072,3.31151266200273e-09,1.5824858539917e-07,1.18187928077777e-07,930,"tags=67%, list=3%, signal=65%","ENSG00000127564/ENSG00000101224/ENSG00000164045/ENSG00000122952/ENSG00000117399/ENSG00000137812/ENSG00000157456/ENSG00000112742/ENSG00000158402/ENSG00000080986"
"GO:1902969","GO:1902969","mitotic DNA replication",17,-0.964136717834138,-2.06829204105274,3.65680136501639e-09,1.73383808470973e-07,1.294916667579e-07,1008,"tags=71%, list=3%, signal=69%","ENSG00000105486/ENSG00000073111/ENSG00000076003/ENSG00000101003/ENSG00000104738/ENSG00000051180/ENSG00000139618/ENSG00000170312/ENSG00000093009/ENSG00000112118/ENSG00000101868/ENSG00000167900"
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II",22,-0.944954997555668,-2.09535198493568,4.26494491222067e-09,2.00650780405173e-07,1.49855999934902e-07,564,"tags=23%, list=2%, signal=22%","ENSG00000113649/ENSG00000153187/ENSG00000163961/ENSG00000143799/ENSG00000106462"
"GO:0036297","GO:0036297","interstrand cross-link repair",43,-0.871310900214491,-2.16519167842842,4.46119290975768e-09,2.08269075148611e-07,1.55545722019568e-07,1335,"tags=53%, list=4%, signal=52%","ENSG00000111877/ENSG00000125319/ENSG00000118655/ENSG00000181544/ENSG00000183161/ENSG00000152457/ENSG00000131944/ENSG00000125885/ENSG00000112039/ENSG00000158169/ENSG00000168411/ENSG00000069275/ENSG00000051180/ENSG00000000460/ENSG00000140525/ENSG00000109674/ENSG00000163961/ENSG00000111247/ENSG00000187741/ENSG00000221829/ENSG00000185379/ENSG00000136492/ENSG00000144554"
"GO:1903311","GO:1903311","regulation of mRNA metabolic process",339,-0.554174051542113,-1.81606931353337,5.96325298755553e-09,2.76267041079958e-07,2.06329990875164e-07,4554,"tags=24%, list=13%, signal=21%","ENSG00000076053/ENSG00000207781/ENSG00000208036/ENSG00000124193/ENSG00000119707/ENSG00000100320/ENSG00000048740/ENSG00000168646/ENSG00000130254/ENSG00000115053/ENSG00000163510/ENSG00000174606/ENSG00000101412/ENSG00000111196/ENSG00000239306/ENSG00000136381/ENSG00000138767/ENSG00000204120/ENSG00000188529/ENSG00000259956/ENSG00000124279/ENSG00000181163/ENSG00000207994/ENSG00000131051/ENSG00000137776/ENSG00000077458/ENSG00000183508/ENSG00000174953/ENSG00000207927/ENSG00000061936/ENSG00000112941/ENSG00000065978/ENSG00000110063/ENSG00000207626/ENSG00000089280/ENSG00000119720/ENSG00000125351/ENSG00000135486/ENSG00000113300/ENSG00000160633/ENSG00000092847/ENSG00000199130/ENSG00000158246/ENSG00000248333/ENSG00000110713/ENSG00000153048/ENSG00000154229/ENSG00000182973/ENSG00000197451/ENSG00000102081/ENSG00000082512/ENSG00000078687/ENSG00000187742/ENSG00000205022/ENSG00000121774/ENSG00000073792/ENSG00000079387/ENSG00000115875/ENSG00000102317/ENSG00000112531/ENSG00000138709/ENSG00000276365/ENSG00000136450/ENSG00000100461/ENSG00000112081/ENSG00000213516/ENSG00000150455/ENSG00000165119/ENSG00000054118/ENSG00000135316/ENSG00000157540/ENSG00000153187/ENSG00000138668/ENSG00000144580/ENSG00000134057/ENSG00000136527/ENSG00000135829/ENSG00000147274/ENSG00000172346/ENSG00000138376"
"GO:0030003","GO:0030003","intracellular monoatomic cation homeostasis",482,0.565954919602058,1.73774060757486,6.08716824327081e-09,2.79871394457656e-07,2.09021901559203e-07,5358,"tags=34%, list=15%, signal=29%","ENSG00000113946/ENSG00000147614/ENSG00000030582/ENSG00000182220/ENSG00000169248/ENSG00000072954/ENSG00000169245/ENSG00000198947/ENSG00000106688/ENSG00000065923/ENSG00000123104/ENSG00000152154/ENSG00000047249/ENSG00000178301/ENSG00000137824/ENSG00000167323/ENSG00000172139/ENSG00000181374/ENSG00000254087/ENSG00000105929/ENSG00000123191/ENSG00000049860/ENSG00000071553/ENSG00000109501/ENSG00000033627/ENSG00000271503/ENSG00000114805/ENSG00000150995/ENSG00000108688/ENSG00000138685/ENSG00000140464/ENSG00000144290/ENSG00000198959/ENSG00000091513/ENSG00000088836/ENSG00000136888/ENSG00000143183/ENSG00000110680/ENSG00000128524/ENSG00000101017/ENSG00000069018/ENSG00000153162/ENSG00000168959/ENSG00000090674/ENSG00000179630/ENSG00000163273/ENSG00000107789/ENSG00000163823/ENSG00000131507/ENSG00000171867/ENSG00000078401/ENSG00000127419/ENSG00000125148/ENSG00000125144/ENSG00000090020/ENSG00000121940/ENSG00000167996/ENSG00000087250/ENSG00000140939/ENSG00000162753/ENSG00000198363/ENSG00000170385/ENSG00000166710/ENSG00000100678/ENSG00000113739/ENSG00000138821/ENSG00000136867/ENSG00000151320/ENSG00000159363/ENSG00000081237/ENSG00000100739/ENSG00000175868/ENSG00000127249/ENSG00000139644/ENSG00000196950/ENSG00000178719/ENSG00000114573/ENSG00000072062/ENSG00000008283/ENSG00000198689/ENSG00000144481/ENSG00000101188/ENSG00000187672/ENSG00000126353/ENSG00000122585/ENSG00000110169/ENSG00000143028/ENSG00000148834/ENSG00000185896/ENSG00000117410/ENSG00000076351/ENSG00000219200/ENSG00000205358/ENSG00000196660/ENSG00000171316/ENSG00000116857/ENSG00000135740/ENSG00000144935/ENSG00000109572/ENSG00000029364/ENSG00000017260/ENSG00000182389/ENSG00000110911/ENSG00000122873/ENSG00000064270/ENSG00000047597/ENSG00000185883/ENSG00000124827/ENSG00000010704/ENSG00000143933/ENSG00000133065/ENSG00000163485/ENSG00000108700/ENSG00000111319/ENSG00000188906/ENSG00000133657/ENSG00000130703/ENSG00000181333/ENSG00000187193/ENSG00000165240/ENSG00000137841/ENSG00000104635/ENSG00000100554/ENSG00000095209/ENSG00000140090/ENSG00000159167/ENSG00000197386/ENSG00000164037/ENSG00000164756/ENSG00000164175/ENSG00000155886/ENSG00000162144/ENSG00000113732/ENSG00000092051/ENSG00000106460/ENSG00000115616/ENSG00000156642/ENSG00000104093/ENSG00000104321/ENSG00000177728/ENSG00000157214/ENSG00000158158/ENSG00000118432/ENSG00000147416/ENSG00000153291/ENSG00000173578/ENSG00000184304/ENSG00000154096/ENSG00000136868/ENSG00000136003/ENSG00000105726/ENSG00000185245/ENSG00000176171/ENSG00000165915/ENSG00000259207/ENSG00000152822/ENSG00000130528/ENSG00000101337/ENSG00000141424/ENSG00000166148/ENSG00000162695/ENSG00000069849/ENSG00000067842/ENSG00000140992"
